date,crop,location,market_price
2025-10-02,maize,Lucknow,2064
2025-10-03,maize,Lucknow,2052
2025-10-04,maize,Lucknow,2033
2025-10-05,maize,Lucknow,2028
2025-10-06,maize,Lucknow,2013
2025-10-07,maize,Lucknow,1990
2025-10-08,maize,Lucknow,1993
2025-10-09,maize,Lucknow,1974
2025-10-10,maize,Lucknow,1985
2025-10-11,maize,Lucknow,2001
2025-10-12,maize,Lucknow,1986
2025-10-13,maize,Lucknow,1989
2025-10-14,maize,Lucknow,2010
2025-10-15,maize,Lucknow,2005
2025-10-16,maize,Lucknow,2012
2025-10-17,maize,Lucknow,2039
2025-10-18,maize,Lucknow,2021
2025-10-19,maize,Lucknow,2010
2025-10-20,maize,Lucknow,2017
2025-10-21,maize,Lucknow,2042
2025-10-22,maize,Lucknow,2034
2025-10-23,maize,Lucknow,2062
2025-10-24,maize,Lucknow,2064
2025-10-25,maize,Lucknow,2042
2025-10-26,maize,Lucknow,2061
2025-10-27,maize,Lucknow,2056
2025-10-28,maize,Lucknow,2062
2025-10-29,maize,Lucknow,2044
2025-10-30,maize,Lucknow,2036
2025-10-31,maize,Lucknow,2020
2025-11-01,maize,Lucknow,2003
2025-11-02,maize,Lucknow,2005
2025-11-03,maize,Lucknow,2012
2025-11-04,maize,Lucknow,2007
2025-11-05,maize,Lucknow,1992
2025-11-06,maize,Lucknow,1978
2025-11-07,maize,Lucknow,1983
2025-11-08,maize,Lucknow,1985
2025-11-09,maize,Lucknow,1990
2025-11-10,maize,Lucknow,2008
2025-11-11,maize,Lucknow,2015
2025-11-12,maize,Lucknow,2021
2025-11-13,maize,Lucknow,2048
2025-11-14,maize,Lucknow,2045
2025-11-15,maize,Lucknow,2072
2025-11-16,maize,Lucknow,2089
2025-11-17,maize,Lucknow,2087
2025-11-18,maize,Lucknow,2096
2025-11-19,maize,Lucknow,2095
2025-11-20,maize,Lucknow,2080
2025-11-21,maize,Lucknow,2081
2025-11-22,maize,Lucknow,2066
2025-11-23,maize,Lucknow,2069
2025-11-24,maize,Lucknow,2079
2025-11-25,maize,Lucknow,2077
2025-11-26,maize,Lucknow,2081
2025-11-27,maize,Lucknow,2084
2025-11-28,maize,Lucknow,2094
2025-11-29,maize,Lucknow,2096
2025-11-30,maize,Lucknow,2094
2025-12-01,maize,Lucknow,2104
2025-12-02,maize,Lucknow,2107
2025-12-03,maize,Lucknow,2084
2025-12-04,maize,Lucknow,2081
2025-12-05,maize,Lucknow,2077
2025-12-06,maize,Lucknow,2079
2025-12-07,maize,Lucknow,2081
2025-12-08,maize,Lucknow,2060
2025-12-09,maize,Lucknow,2045
2025-12-10,maize,Lucknow,2035
2025-12-11,maize,Lucknow,2037
2025-12-12,maize,Lucknow,2050
2025-12-13,maize,Lucknow,2034
2025-12-14,maize,Lucknow,2027
2025-12-15,maize,Lucknow,2028
2025-12-16,maize,Lucknow,2019
2025-12-17,maize,Lucknow,2021
2025-12-18,maize,Lucknow,2029
2025-12-19,maize,Lucknow,2022
2025-12-20,maize,Lucknow,2026
2025-12-21,maize,Lucknow,2026
2025-12-22,maize,Lucknow,2015
2025-12-23,maize,Lucknow,2014
2025-12-24,maize,Lucknow,2020
2025-12-25,maize,Lucknow,2037
2025-12-26,maize,Lucknow,2056
2025-12-27,maize,Lucknow,2051
2025-12-28,maize,Lucknow,2045
2025-12-29,maize,Lucknow,2047
2025-12-30,maize,Lucknow,2042
2025-12-31,maize,Lucknow,2057
2024-01-01,cotton,Hyderabad,6550
2024-01-02,cotton,Hyderabad,6607
2024-01-03,cotton,Hyderabad,6617
2024-01-04,cotton,Hyderabad,6562
2024-01-05,cotton,Hyderabad,6627
2024-01-06,cotton,Hyderabad,6647
2024-01-07,cotton,Hyderabad,6689
2024-01-08,cotton,Hyderabad,6808
2024-01-09,cotton,Hyderabad,6760
2024-01-10,cotton,Hyderabad,6706
2024-01-11,cotton,Hyderabad,6697
2024-01-12,cotton,Hyderabad,6757
2024-01-13,cotton,Hyderabad,6799
2024-01-14,cotton,Hyderabad,6747
2024-01-15,cotton,Hyderabad,6802
2024-01-16,cotton,Hyderabad,6730
2024-01-17,cotton,Hyderabad,6681
2024-01-18,cotton,Hyderabad,6679
2024-01-19,cotton,Hyderabad,6649
2024-01-20,cotton,Hyderabad,6713
2024-01-21,cotton,Hyderabad,6738
2024-01-22,cotton,Hyderabad,6859
2024-01-23,cotton,Hyderabad,6849
2024-01-24,cotton,Hyderabad,6847
2024-01-25,cotton,Hyderabad,6932
2024-01-26,cotton,Hyderabad,6932
2024-01-27,cotton,Hyderabad,7035
2024-01-28,cotton,Hyderabad,7076
2024-01-29,cotton,Hyderabad,6928
2024-01-30,cotton,Hyderabad,7010
2024-01-31,cotton,Hyderabad,7076
2024-02-01,cotton,Hyderabad,7143
2024-02-02,cotton,Hyderabad,7024
2024-02-03,cotton,Hyderabad,6986
2024-02-04,cotton,Hyderabad,6953
2024-02-05,cotton,Hyderabad,6903
2024-02-06,cotton,Hyderabad,7022
2024-02-07,cotton,Hyderabad,7026
2024-02-08,cotton,Hyderabad,7029
2024-02-09,cotton,Hyderabad,7070
2024-02-10,cotton,Hyderabad,7112
2024-02-11,cotton,Hyderabad,6899
2024-02-12,cotton,Hyderabad,6862
2024-02-13,cotton,Hyderabad,6774
2024-02-14,cotton,Hyderabad,6805
2024-02-15,cotton,Hyderabad,6791
2024-02-16,cotton,Hyderabad,6796
2024-02-17,cotton,Hyderabad,6665
2024-02-18,cotton,Hyderabad,6649
2024-02-19,cotton,Hyderabad,6727
2024-02-20,cotton,Hyderabad,6823
2024-02-21,cotton,Hyderabad,6874
2024-02-22,cotton,Hyderabad,6791
2024-02-23,cotton,Hyderabad,6877
2024-02-24,cotton,Hyderabad,6929
2024-02-25,cotton,Hyderabad,6925
2024-02-26,cotton,Hyderabad,6796
2024-02-27,cotton,Hyderabad,6862
2024-02-28,cotton,Hyderabad,6827
2024-02-29,cotton,Hyderabad,6854
2024-03-01,cotton,Hyderabad,6862
2024-03-02,cotton,Hyderabad,6966
2024-03-03,cotton,Hyderabad,6961
2024-03-04,cotton,Hyderabad,6963
2024-03-05,cotton,Hyderabad,7069
2024-03-06,cotton,Hyderabad,7029
2024-03-07,cotton,Hyderabad,7086
2024-03-08,cotton,Hyderabad,7075
2024-03-09,cotton,Hyderabad,7013
2024-03-10,cotton,Hyderabad,7016
2024-03-11,cotton,Hyderabad,7063
2024-03-12,cotton,Hyderabad,7154
2024-03-13,cotton,Hyderabad,7253
2024-03-14,cotton,Hyderabad,7236
2024-03-15,cotton,Hyderabad,7174
2024-03-16,cotton,Hyderabad,7155
2024-03-17,cotton,Hyderabad,7080
2024-03-18,cotton,Hyderabad,7068
2024-03-19,cotton,Hyderabad,7047
2024-03-20,cotton,Hyderabad,7097
2024-03-21,cotton,Hyderabad,6954
2024-03-22,cotton,Hyderabad,6908
2024-03-23,cotton,Hyderabad,6862
2024-03-24,cotton,Hyderabad,6941
2024-03-25,cotton,Hyderabad,6869
2024-03-26,cotton,Hyderabad,6886
2024-03-27,cotton,Hyderabad,6878
2024-03-28,cotton,Hyderabad,6947
2024-03-29,cotton,Hyderabad,6987
2024-03-30,cotton,Hyderabad,6996
2024-03-31,cotton,Hyderabad,6961
2024-04-01,cotton,Hyderabad,6840
2024-04-02,cotton,Hyderabad,6857
2024-04-03,cotton,Hyderabad,6892
2024-04-04,cotton,Hyderabad,6789
2024-04-05,cotton,Hyderabad,6709
2024-04-06,cotton,Hyderabad,6725
2024-04-07,cotton,Hyderabad,6748
2024-04-08,cotton,Hyderabad,6683
2024-04-09,cotton,Hyderabad,6645
2024-04-10,cotton,Hyderabad,6525
2024-04-11,cotton,Hyderabad,6615
2024-04-12,cotton,Hyderabad,6529
2024-04-13,cotton,Hyderabad,6564
2024-04-14,cotton,Hyderabad,6561
2024-04-15,cotton,Hyderabad,6645
2024-04-16,cotton,Hyderabad,6592
2024-04-17,cotton,Hyderabad,6595
2024-04-18,cotton,Hyderabad,6483
2024-04-19,cotton,Hyderabad,6355
2024-04-20,cotton,Hyderabad,6393
2024-04-21,cotton,Hyderabad,6275
2024-04-22,cotton,Hyderabad,6259
2024-04-23,cotton,Hyderabad,6324
2024-04-24,cotton,Hyderabad,6371
2024-04-25,cotton,Hyderabad,6326
2024-04-26,cotton,Hyderabad,6220
2024-04-27,cotton,Hyderabad,6252
2024-04-28,cotton,Hyderabad,6338
2024-04-29,cotton,Hyderabad,6292
2024-04-30,cotton,Hyderabad,6238
2024-05-01,cotton,Hyderabad,6201
2024-05-02,cotton,Hyderabad,6236
2024-05-03,cotton,Hyderabad,6314
2024-05-04,cotton,Hyderabad,6231
2024-05-05,cotton,Hyderabad,6131
2024-05-06,cotton,Hyderabad,6281
2024-05-07,cotton,Hyderabad,6267
2024-05-08,cotton,Hyderabad,6281
2024-05-09,cotton,Hyderabad,6233
2024-05-10,cotton,Hyderabad,6262
2024-05-11,cotton,Hyderabad,6322
2024-05-12,cotton,Hyderabad,6338
2024-05-13,cotton,Hyderabad,6449
2024-05-14,cotton,Hyderabad,6424
2024-05-15,cotton,Hyderabad,6404
2024-05-16,cotton,Hyderabad,6416
2024-05-17,cotton,Hyderabad,6443
2024-05-18,cotton,Hyderabad,6454
2024-05-19,cotton,Hyderabad,6367
2024-05-20,cotton,Hyderabad,6384
2024-05-21,cotton,Hyderabad,6356
2024-05-22,cotton,Hyderabad,6314
2024-05-23,cotton,Hyderabad,6312
2024-05-24,cotton,Hyderabad,6246
2024-05-25,cotton,Hyderabad,6168
2024-05-26,cotton,Hyderabad,5993
2024-05-27,cotton,Hyderabad,6103
2024-05-28,cotton,Hyderabad,6135
2024-05-29,cotton,Hyderabad,6123
2024-05-30,cotton,Hyderabad,6076
2024-05-31,cotton,Hyderabad,5883
2024-06-01,cotton,Hyderabad,5832
2024-06-02,cotton,Hyderabad,5874
2024-06-03,cotton,Hyderabad,5931
2024-06-04,cotton,Hyderabad,5969
2024-06-05,cotton,Hyderabad,5975
2024-06-06,cotton,Hyderabad,6056
2024-06-07,cotton,Hyderabad,6030
2024-06-08,cotton,Hyderabad,6096
2024-06-09,cotton,Hyderabad,6066
2024-06-10,cotton,Hyderabad,6004
2024-06-11,cotton,Hyderabad,5934
2024-06-12,cotton,Hyderabad,5859
2024-06-13,cotton,Hyderabad,5898
2024-06-14,cotton,Hyderabad,5845
2024-06-15,cotton,Hyderabad,5772
2024-06-16,cotton,Hyderabad,5814
2024-06-17,cotton,Hyderabad,5831
2024-06-18,cotton,Hyderabad,5889
2024-06-19,cotton,Hyderabad,5918
2024-06-20,cotton,Hyderabad,5863
2024-06-21,cotton,Hyderabad,5863
2024-06-22,cotton,Hyderabad,5867
2024-06-23,cotton,Hyderabad,5802
2024-06-24,cotton,Hyderabad,5725
2024-06-25,cotton,Hyderabad,5675
2024-06-26,cotton,Hyderabad,5803
2024-06-27,cotton,Hyderabad,5771
2024-06-28,cotton,Hyderabad,5847
2024-06-29,cotton,Hyderabad,5811
2024-06-30,cotton,Hyderabad,5865
2024-07-01,cotton,Hyderabad,5919
2024-07-02,cotton,Hyderabad,5976
2024-07-03,cotton,Hyderabad,5996
2024-07-04,cotton,Hyderabad,6081
2024-07-05,cotton,Hyderabad,6101
2024-07-06,cotton,Hyderabad,6208
2024-07-07,cotton,Hyderabad,6097
2024-07-08,cotton,Hyderabad,6115
2024-07-09,cotton,Hyderabad,6129
2024-07-10,cotton,Hyderabad,6063
2024-07-11,cotton,Hyderabad,6096
2024-07-12,cotton,Hyderabad,5993
2024-07-13,cotton,Hyderabad,5946
2024-07-14,cotton,Hyderabad,5810
2024-07-15,cotton,Hyderabad,5907
2024-07-16,cotton,Hyderabad,5887
2024-07-17,cotton,Hyderabad,6024
2024-07-18,cotton,Hyderabad,6072
2024-07-19,cotton,Hyderabad,6097
2024-07-20,cotton,Hyderabad,6054
2024-07-21,cotton,Hyderabad,5981
2024-07-22,cotton,Hyderabad,6010
2024-07-23,cotton,Hyderabad,6001
2024-07-24,cotton,Hyderabad,5909
2024-07-25,cotton,Hyderabad,5805
2024-07-26,cotton,Hyderabad,5738
2024-07-27,cotton,Hyderabad,5853
2024-07-28,cotton,Hyderabad,5993
2024-07-29,cotton,Hyderabad,6002
2024-07-30,cotton,Hyderabad,6008
2024-07-31,cotton,Hyderabad,5981
2024-08-01,cotton,Hyderabad,5916
2024-08-02,cotton,Hyderabad,6002
2024-08-03,cotton,Hyderabad,6120
2024-08-04,cotton,Hyderabad,6058
2024-08-05,cotton,Hyderabad,6048
2024-08-06,cotton,Hyderabad,6015
2024-08-07,cotton,Hyderabad,5984
2024-08-08,cotton,Hyderabad,6057
2024-08-09,cotton,Hyderabad,5968
2024-08-10,cotton,Hyderabad,5995
2024-08-11,cotton,Hyderabad,6039
2024-08-12,cotton,Hyderabad,6026
2024-08-13,cotton,Hyderabad,6081
2024-08-14,cotton,Hyderabad,6087
2024-08-15,cotton,Hyderabad,6163
2024-08-16,cotton,Hyderabad,6060
2024-08-17,cotton,Hyderabad,6034
2024-08-18,cotton,Hyderabad,6026
2024-08-19,cotton,Hyderabad,5849
2024-08-20,cotton,Hyderabad,5775
2024-08-21,cotton,Hyderabad,5718
2024-08-22,cotton,Hyderabad,5778
2024-08-23,cotton,Hyderabad,5729
2024-08-24,cotton,Hyderabad,5672
2024-08-25,cotton,Hyderabad,5723
2024-08-26,cotton,Hyderabad,5615
2024-08-27,cotton,Hyderabad,5477
2024-08-28,cotton,Hyderabad,5451
2024-08-29,cotton,Hyderabad,5354
2024-08-30,cotton,Hyderabad,5259
2024-08-31,cotton,Hyderabad,5295
2024-09-01,cotton,Hyderabad,5350
2024-09-02,cotton,Hyderabad,5400
2024-09-03,cotton,Hyderabad,5470
2024-09-04,cotton,Hyderabad,5550
2024-09-05,cotton,Hyderabad,5409
2024-09-06,cotton,Hyderabad,5437
2024-09-07,cotton,Hyderabad,5400
2024-09-08,cotton,Hyderabad,5350
2024-09-09,cotton,Hyderabad,5385
2024-09-10,cotton,Hyderabad,5271
2024-09-11,cotton,Hyderabad,5155
2024-09-12,cotton,Hyderabad,5196
2024-09-13,cotton,Hyderabad,5227
2024-09-14,cotton,Hyderabad,5235
2024-09-15,cotton,Hyderabad,5176
2024-09-16,cotton,Hyderabad,5224
2024-09-17,cotton,Hyderabad,5268
2024-09-18,cotton,Hyderabad,5273
2024-09-19,cotton,Hyderabad,5196
2024-09-20,cotton,Hyderabad,5167
2024-09-21,cotton,Hyderabad,5222
2024-09-22,cotton,Hyderabad,5309
2024-09-23,cotton,Hyderabad,5287
2024-09-24,cotton,Hyderabad,5271
2024-09-25,cotton,Hyderabad,5261
2024-09-26,cotton,Hyderabad,5279
2024-09-27,cotton,Hyderabad,5241
2024-09-28,cotton,Hyderabad,5052
2024-09-29,cotton,Hyderabad,5131
2024-09-30,cotton,Hyderabad,5249
2024-10-01,cotton,Hyderabad,5210
2024-10-02,cotton,Hyderabad,5141
2024-10-03,cotton,Hyderabad,5133
2024-10-04,cotton,Hyderabad,5121
2024-10-05,cotton,Hyderabad,5188
2024-10-06,cotton,Hyderabad,5192
2024-10-07,cotton,Hyderabad,5142
2024-10-08,cotton,Hyderabad,5057
2024-10-09,cotton,Hyderabad,5115
2024-10-10,cotton,Hyderabad,5156
2024-10-11,cotton,Hyderabad,5227
2024-10-12,cotton,Hyderabad,5165
2024-10-13,cotton,Hyderabad,5287
2024-10-14,cotton,Hyderabad,5175
2024-10-15,cotton,Hyderabad,5224
2024-10-16,cotton,Hyderabad,5101
2024-10-17,cotton,Hyderabad,5052
2024-10-18,cotton,Hyderabad,5156
2024-10-19,cotton,Hyderabad,5213
2024-10-20,cotton,Hyderabad,5180
2024-10-21,cotton,Hyderabad,5148
2024-10-22,cotton,Hyderabad,5158
2024-10-23,cotton,Hyderabad,5194
2024-10-24,cotton,Hyderabad,5279
2024-10-25,cotton,Hyderabad,5252
2024-10-26,cotton,Hyderabad,5150
2024-10-27,cotton,Hyderabad,5163
2024-10-28,cotton,Hyderabad,5137
2024-10-29,cotton,Hyderabad,5055
2024-10-30,cotton,Hyderabad,5078
2024-10-31,cotton,Hyderabad,5067
2024-11-01,cotton,Hyderabad,5091
2024-11-02,cotton,Hyderabad,5036
2024-11-03,cotton,Hyderabad,5072
2024-11-04,cotton,Hyderabad,4989
2024-11-05,cotton,Hyderabad,4939
2024-11-06,cotton,Hyderabad,4927
2024-11-07,cotton,Hyderabad,5045
2024-11-08,cotton,Hyderabad,5101
2024-11-09,cotton,Hyderabad,5175
2024-11-10,cotton,Hyderabad,5272
2024-11-11,cotton,Hyderabad,5512
2024-11-12,cotton,Hyderabad,5519
2024-11-13,cotton,Hyderabad,5617
2024-11-14,cotton,Hyderabad,5687
2024-11-15,cotton,Hyderabad,5757
2024-11-16,cotton,Hyderabad,5878
2024-11-17,cotton,Hyderabad,5855
2024-11-18,cotton,Hyderabad,5828
2024-11-19,cotton,Hyderabad,5853
2024-11-20,cotton,Hyderabad,5846
2024-11-21,cotton,Hyderabad,5872
2024-11-22,cotton,Hyderabad,5979
2024-11-23,cotton,Hyderabad,5953
2024-11-24,cotton,Hyderabad,5939
2024-11-25,cotton,Hyderabad,5955
2024-11-26,cotton,Hyderabad,5946
2024-11-27,cotton,Hyderabad,5826
2024-11-28,cotton,Hyderabad,5793
2024-11-29,cotton,Hyderabad,5844
2024-11-30,cotton,Hyderabad,5943
2024-12-01,cotton,Hyderabad,5873
2024-12-02,cotton,Hyderabad,5803
2024-12-03,cotton,Hyderabad,5811
2024-12-04,cotton,Hyderabad,5681
2024-12-05,cotton,Hyderabad,5658
2024-12-06,cotton,Hyderabad,5550
2024-12-07,cotton,Hyderabad,5645
2024-12-08,cotton,Hyderabad,5601
2024-12-09,cotton,Hyderabad,5715
2024-12-10,cotton,Hyderabad,5793
2024-12-11,cotton,Hyderabad,5757
2024-12-12,cotton,Hyderabad,5693
2024-12-13,cotton,Hyderabad,5686
2024-12-14,cotton,Hyderabad,5686
2024-12-15,cotton,Hyderabad,5714
2024-12-16,cotton,Hyderabad,5670
2024-12-17,cotton,Hyderabad,5725
2024-12-18,cotton,Hyderabad,5748
2024-12-19,cotton,Hyderabad,5732
2024-12-20,cotton,Hyderabad,5692
2024-12-21,cotton,Hyderabad,5686
2024-12-22,cotton,Hyderabad,5639
2024-12-23,cotton,Hyderabad,5649
2024-12-24,cotton,Hyderabad,5660
2024-12-25,cotton,Hyderabad,5684
2024-12-26,cotton,Hyderabad,5806
2024-12-27,cotton,Hyderabad,5803
2024-12-28,cotton,Hyderabad,5875
2024-12-29,cotton,Hyderabad,5896
2024-12-30,cotton,Hyderabad,5887
2024-12-31,cotton,Hyderabad,5886
2025-01-01,cotton,Hyderabad,5882
2025-01-02,cotton,Hyderabad,5907
2025-01-03,cotton,Hyderabad,5851
2025-01-04,cotton,Hyderabad,5761
2025-01-05,cotton,Hyderabad,5810
2025-01-06,cotton,Hyderabad,5875
2025-01-07,cotton,Hyderabad,5930
2025-01-08,cotton,Hyderabad,5946
2025-01-09,cotton,Hyderabad,6003
2025-01-10,cotton,Hyderabad,6056
2025-01-11,cotton,Hyderabad,6113
2025-01-12,cotton,Hyderabad,6063
2025-01-13,cotton,Hyderabad,5998
2025-01-14,cotton,Hyderabad,5978
2025-01-15,cotton,Hyderabad,5983
2025-01-16,cotton,Hyderabad,5974
2025-01-17,cotton,Hyderabad,5857
2025-01-18,cotton,Hyderabad,5976
2025-01-19,cotton,Hyderabad,5964
2025-01-20,cotton,Hyderabad,5981
2025-01-21,cotton,Hyderabad,6068
2025-01-22,cotton,Hyderabad,5921
2025-01-23,cotton,Hyderabad,5893
2025-01-24,cotton,Hyderabad,5874
2025-01-25,cotton,Hyderabad,5858
2025-01-26,cotton,Hyderabad,5852
2025-01-27,cotton,Hyderabad,5952
2025-01-28,cotton,Hyderabad,6002
2025-01-29,cotton,Hyderabad,6070
2025-01-30,cotton,Hyderabad,6079
2025-01-31,cotton,Hyderabad,5993
2025-02-01,cotton,Hyderabad,5862
2025-02-02,cotton,Hyderabad,5768
2025-02-03,cotton,Hyderabad,5797
2025-02-04,cotton,Hyderabad,5804
2025-02-05,cotton,Hyderabad,5796
2025-02-06,cotton,Hyderabad,5777
2025-02-07,cotton,Hyderabad,5913
2025-02-08,cotton,Hyderabad,5865
2025-02-09,cotton,Hyderabad,5930
2025-02-10,cotton,Hyderabad,5936
2025-02-11,cotton,Hyderabad,5936
2025-02-12,cotton,Hyderabad,6018
2025-02-13,cotton,Hyderabad,6119
2025-02-14,cotton,Hyderabad,6108
2025-02-15,cotton,Hyderabad,6165
2025-02-16,cotton,Hyderabad,6193
2025-02-17,cotton,Hyderabad,6198
2025-02-18,cotton,Hyderabad,6216
2025-02-19,cotton,Hyderabad,6175
2025-02-20,cotton,Hyderabad,6159
2025-02-21,cotton,Hyderabad,6126
2025-02-22,cotton,Hyderabad,6189
2025-02-23,cotton,Hyderabad,6187
2025-02-24,cotton,Hyderabad,6106
2025-02-25,cotton,Hyderabad,6062
2025-02-26,cotton,Hyderabad,5857
2025-02-27,cotton,Hyderabad,5828
2025-02-28,cotton,Hyderabad,5834
2025-03-01,cotton,Hyderabad,5829
2025-03-02,cotton,Hyderabad,5962
2025-03-03,cotton,Hyderabad,6003
2025-03-04,cotton,Hyderabad,6041
2025-03-05,cotton,Hyderabad,5937
2025-03-06,cotton,Hyderabad,5916
2025-03-07,cotton,Hyderabad,5887
2025-03-08,cotton,Hyderabad,5839
2025-03-09,cotton,Hyderabad,5790
2025-03-10,cotton,Hyderabad,5674
2025-03-11,cotton,Hyderabad,5593
2025-03-12,cotton,Hyderabad,5653
2025-03-13,cotton,Hyderabad,5646
2025-03-14,cotton,Hyderabad,5616
2025-03-15,cotton,Hyderabad,5618
2025-03-16,cotton,Hyderabad,5696
2025-03-17,cotton,Hyderabad,5699
2025-03-18,cotton,Hyderabad,5736
2025-03-19,cotton,Hyderabad,5683
2025-03-20,cotton,Hyderabad,5644
2025-03-21,cotton,Hyderabad,5669
2025-03-22,cotton,Hyderabad,5795
2025-03-23,cotton,Hyderabad,5890
2025-03-24,cotton,Hyderabad,5929
2025-03-25,cotton,Hyderabad,5941
2025-03-26,cotton,Hyderabad,6034
2025-03-27,cotton,Hyderabad,6087
2025-03-28,cotton,Hyderabad,5938
2025-03-29,cotton,Hyderabad,5870
2025-03-30,cotton,Hyderabad,5893
2025-03-31,cotton,Hyderabad,5777
2025-04-01,cotton,Hyderabad,5719
2025-04-02,cotton,Hyderabad,5674
2025-04-03,cotton,Hyderabad,5658
2025-04-04,cotton,Hyderabad,5639
2025-04-05,cotton,Hyderabad,5621
2025-04-06,cotton,Hyderabad,5675
2025-04-07,cotton,Hyderabad,5658
2025-04-08,cotton,Hyderabad,5633
2025-04-09,cotton,Hyderabad,5544
2025-04-10,cotton,Hyderabad,5611
2025-04-11,cotton,Hyderabad,5567
2025-04-12,cotton,Hyderabad,5496
2025-04-13,cotton,Hyderabad,5509
2025-04-14,cotton,Hyderabad,5458
2025-04-15,cotton,Hyderabad,5423
2025-04-16,cotton,Hyderabad,5440
2025-04-17,cotton,Hyderabad,5418
2025-04-18,cotton,Hyderabad,5568
2025-04-19,cotton,Hyderabad,5562
2025-04-20,cotton,Hyderabad,5601
2025-04-21,cotton,Hyderabad,5473
2025-04-22,cotton,Hyderabad,5416
2025-04-23,cotton,Hyderabad,5343
2025-04-24,cotton,Hyderabad,5279
2025-04-25,cotton,Hyderabad,5305
2025-04-26,cotton,Hyderabad,5371
2025-04-27,cotton,Hyderabad,5392
2025-04-28,cotton,Hyderabad,5375
2025-04-29,cotton,Hyderabad,5332
2025-04-30,cotton,Hyderabad,5403
2025-05-01,cotton,Hyderabad,5536
2025-05-02,cotton,Hyderabad,5543
2025-05-03,cotton,Hyderabad,5602
2025-05-04,cotton,Hyderabad,5622
2025-05-05,cotton,Hyderabad,5669
2025-05-06,cotton,Hyderabad,5591
2025-05-07,cotton,Hyderabad,5556
2025-05-08,cotton,Hyderabad,5579
2025-05-09,cotton,Hyderabad,5656
2025-05-10,cotton,Hyderabad,5600
2025-05-11,cotton,Hyderabad,5464
2025-05-12,cotton,Hyderabad,5428
2025-05-13,cotton,Hyderabad,5491
2025-05-14,cotton,Hyderabad,5385
2025-05-15,cotton,Hyderabad,5305
2025-05-16,cotton,Hyderabad,5312
2025-05-17,cotton,Hyderabad,5301
2025-05-18,cotton,Hyderabad,5336
2025-05-19,cotton,Hyderabad,5252
2025-05-20,cotton,Hyderabad,5228
2025-05-21,cotton,Hyderabad,5302
2025-05-22,cotton,Hyderabad,5221
2025-05-23,cotton,Hyderabad,5313
2025-05-24,cotton,Hyderabad,5240
2025-05-25,cotton,Hyderabad,5292
2025-05-26,cotton,Hyderabad,5263
2025-05-27,cotton,Hyderabad,5185
2025-05-28,cotton,Hyderabad,5148
2025-05-29,cotton,Hyderabad,5180
2025-05-30,cotton,Hyderabad,5175
2025-05-31,cotton,Hyderabad,5244
2025-06-01,cotton,Hyderabad,5334
2025-06-02,cotton,Hyderabad,5252
2025-06-03,cotton,Hyderabad,5166
2025-06-04,cotton,Hyderabad,5076
2025-06-05,cotton,Hyderabad,5013
2025-06-06,cotton,Hyderabad,5081
2025-06-07,cotton,Hyderabad,5113
2025-06-08,cotton,Hyderabad,5073
2025-06-09,cotton,Hyderabad,5068
2025-06-10,cotton,Hyderabad,5155
2025-06-11,cotton,Hyderabad,5275
2025-06-12,cotton,Hyderabad,5287
2025-06-13,cotton,Hyderabad,5109
2025-06-14,cotton,Hyderabad,5123
2025-06-15,cotton,Hyderabad,5180
2025-06-16,cotton,Hyderabad,5190
2025-06-17,cotton,Hyderabad,5232
2025-06-18,cotton,Hyderabad,5251
2025-06-19,cotton,Hyderabad,5165
2025-06-20,cotton,Hyderabad,5103
2025-06-21,cotton,Hyderabad,5077
2025-06-22,cotton,Hyderabad,5142
2025-06-23,cotton,Hyderabad,5087
2025-06-24,cotton,Hyderabad,5111
2025-06-25,cotton,Hyderabad,5126
2025-06-26,cotton,Hyderabad,5225
2025-06-27,cotton,Hyderabad,5217
2025-06-28,cotton,Hyderabad,5098
2025-06-29,cotton,Hyderabad,5135
2025-06-30,cotton,Hyderabad,5270
2025-07-01,cotton,Hyderabad,5312
2025-07-02,cotton,Hyderabad,5255
2025-07-03,cotton,Hyderabad,5179
2025-07-04,cotton,Hyderabad,5112
2025-07-05,cotton,Hyderabad,5238
2025-07-06,cotton,Hyderabad,5212
2025-07-07,cotton,Hyderabad,5163
2025-07-08,cotton,Hyderabad,5148
2025-07-09,cotton,Hyderabad,5122
2025-07-10,cotton,Hyderabad,5220
2025-07-11,cotton,Hyderabad,5149
2025-07-12,cotton,Hyderabad,5221
2025-07-13,cotton,Hyderabad,5224
2025-07-14,cotton,Hyderabad,5298
2025-07-15,cotton,Hyderabad,5397
2025-07-16,cotton,Hyderabad,5398
2025-07-17,cotton,Hyderabad,5372
2025-07-18,cotton,Hyderabad,5372
2025-07-19,cotton,Hyderabad,5361
2025-07-20,cotton,Hyderabad,5248
2025-07-21,cotton,Hyderabad,5345
2025-07-22,cotton,Hyderabad,5356
2025-07-23,cotton,Hyderabad,5275
2025-07-24,cotton,Hyderabad,5136
2025-07-25,cotton,Hyderabad,4979
2025-07-26,cotton,Hyderabad,5025
2025-07-27,cotton,Hyderabad,4980
2025-07-28,cotton,Hyderabad,4946
2025-07-29,cotton,Hyderabad,4973
2025-07-30,cotton,Hyderabad,4935
2025-07-31,cotton,Hyderabad,4967
2025-08-01,cotton,Hyderabad,4969
2025-08-02,cotton,Hyderabad,4959
2025-08-03,cotton,Hyderabad,4852
2025-08-04,cotton,Hyderabad,4794
2025-08-05,cotton,Hyderabad,4830
